product_id,product_category_name,month_year,qty,unit_price,customers,product_score,comp_1,comp_2,comp_3,competitor_benchmark,price_variance,variance_pct,revenue,performance_class,price_flag
cool4,cool_stuff,01-11-2017,27,157.3603704,42,3.8,99.99,129.99,157.3603704,129.1134568,28.2469136,21.877590686581325,4248.7300008,High-Value / Lower Volume,Potentially High
cool4,cool_stuff,01-12-2017,29,166.99,38,3.8,99.99,129.99,166.99,132.32333333333335,34.66666666666666,26.198453283623437,4842.71,High-Value / Lower Volume,Potentially High
cool4,cool_stuff,01-01-2018,13,166.99,102,3.8,99.99,129.99,29.5,86.49333333333334,80.49666666666667,93.06690303684292,2170.87,High-Value / Lower Volume,Potentially High
cool4,cool_stuff,01-02-2018,8,176.99,20,3.8,99.99,129.99,176.99,135.65666666666667,41.33333333333334,30.46907634469372,1415.92,High-Value / Lower Volume,Potentially High
cool4,cool_stuff,01-03-2018,11,173.8081818,45,3.8,99.99,129.99,35.0,88.32666666666667,85.48151513333333,96.7788306287267,1911.8899998,High-Value / Lower Volume,Potentially High
cool4,cool_stuff,01-04-2018,6,169.99,18,3.8,89.86333333,129.99,35.0,84.95111111,85.03888889000001,100.10332740661431,1019.94,High-Value / Lower Volume,Potentially High
health3,health_beauty,01-01-2018,1,110.99,98,4.1,23.99,89.99,58.99,57.656666666666666,53.33333333333333,92.50158987107591,110.99,High Performer,Potentially High
health3,health_beauty,01-02-2018,2,110.99,126,4.1,23.99,89.99,58.99,57.656666666666666,53.33333333333333,92.50158987107591,221.98,High Performer,Potentially High
health3,health_beauty,01-03-2018,9,110.99,169,4.1,23.99,83.74,58.99,55.57333333333333,55.416666666666664,99.71809021113243,998.91,High Performer,Potentially High
health3,health_beauty,01-04-2018,13,116.5284615,118,4.1,116.5284615,79.99,58.99,85.16948716666667,31.358974333333336,36.81949413640065,1514.8699995000002,High Performer,Potentially High
health3,health_beauty,01-05-2018,23,119.99,159,4.1,23.99,79.99,58.99,54.32333333333333,65.66666666666666,120.8811437687918,2759.77,High Performer,Potentially High
health3,health_beauty,01-06-2018,43,122.99,131,4.1,23.99,79.99,58.99,54.32333333333333,68.66666666666666,126.40363257041172,5288.57,High Performer,Potentially High
health3,health_beauty,01-07-2018,33,122.99,113,4.1,23.99,79.99,58.99,54.32333333333333,68.66666666666666,126.40363257041172,4058.6699999999996,High Performer,Potentially High
health3,health_beauty,01-08-2018,32,122.99,127,4.1,23.99,82.82142857,58.99,55.26714285666666,67.72285714333333,122.53728642888255,3935.68,High Performer,Potentially High
perfumery1,perfumery,01-06-2017,4,56.99,4,4.3,56.99,56.99,56.99,56.99,0.0,0.0,227.96,Low Performer,Within Range
perfumery1,perfumery,01-07-2017,7,56.99,7,4.3,56.99,56.99,56.99,56.99,0.0,0.0,398.93,Low Performer,Within Range
perfumery1,perfumery,01-08-2017,7,56.99,8,4.3,56.99,142.5,56.99,85.49333333333334,-28.503333333333337,-33.3398315658141,398.93,Low Performer,Potentially Low
perfumery1,perfumery,01-09-2017,17,56.99,18,4.3,56.99,142.5,56.99,85.49333333333334,-28.503333333333337,-33.3398315658141,968.83,Low Performer,Potentially Low
perfumery1,perfumery,01-10-2017,17,56.99,19,4.3,56.99,142.5,56.99,85.49333333333334,-28.503333333333337,-33.3398315658141,968.83,Low Performer,Potentially Low
perfumery1,perfumery,01-11-2017,20,56.99,27,4.3,56.99,118.05,56.99,77.34333333333333,-20.35333333333333,-26.31556264276171,1139.8,Low Performer,Potentially Low
perfumery1,perfumery,01-12-2017,24,56.99,34,4.3,56.99,118.0,56.99,77.32666666666667,-20.336666666666666,-26.29968100698336,1367.76,Low Performer,Potentially Low
perfumery1,perfumery,01-01-2018,10,56.99,15,4.3,56.99,117.9,56.99,77.29333333333334,-20.303333333333335,-26.267897188200795,569.9,Low Performer,Potentially Low
perfumery1,perfumery,01-02-2018,4,56.99,12,4.3,56.99,117.8888889,56.99,77.28962963333333,-20.299629633333332,-26.264363964009142,227.96,Low Performer,Potentially Low
perfumery1,perfumery,01-03-2018,14,50.49,18,4.3,50.49,117.7,50.49,72.89333333333333,-22.40333333333333,-30.734406438631783,706.86,Low Performer,Potentially Low
perfumery1,perfumery,01-04-2018,2,49.99,10,4.3,49.99,117.975,49.99,72.65166666666667,-22.66166666666667,-31.192218577229248,99.98,Low Performer,Potentially Low
perfumery1,perfumery,01-07-2018,8,49.99,13,4.3,49.99,118.7,49.99,72.89333333333333,-22.90333333333333,-31.42034022315712,399.92,Low Performer,Potentially Low
perfumery1,perfumery,01-08-2018,4,49.99,19,4.3,49.99,116.9066667,49.99,72.29555556666666,-22.305555566666662,-30.853287441850842,199.96,Low Performer,Potentially Low
cool5,cool_stuff,01-04-2017,2,99.99,33,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,199.98,Low Performer,Within Range
cool5,cool_stuff,01-05-2017,18,99.99,58,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,1799.82,Low Performer,Within Range
cool5,cool_stuff,01-06-2017,11,99.99,42,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,1099.8899999999999,Low Performer,Within Range
cool5,cool_stuff,01-07-2017,14,99.99,42,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,1399.86,Low Performer,Within Range
cool5,cool_stuff,01-08-2017,8,99.99,39,4.3,99.99,116.9275,99.99,105.63583333333332,-5.645833333333329,-5.34461948675875,799.92,Low Performer,Within Range
cool5,cool_stuff,01-09-2017,6,99.99,10,4.3,99.99,99.99,29.5,76.49333333333333,23.49666666666667,30.71727383649992,599.9399999999999,Low Performer,Potentially High
cool5,cool_stuff,01-10-2017,9,99.99,33,4.3,99.99,119.99,99.99,106.65666666666665,-6.666666666666657,-6.250585992436783,899.91,Low Performer,Within Range
cool5,cool_stuff,01-11-2017,2,99.99,42,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,199.98,Low Performer,Within Range
cool5,cool_stuff,01-12-2017,3,99.99,38,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,299.96999999999997,Low Performer,Within Range
cool5,cool_stuff,01-01-2018,6,99.99,102,4.3,99.99,129.99,29.5,86.49333333333334,13.496666666666655,15.60428549406504,599.9399999999999,Low Performer,Potentially High
cool5,cool_stuff,01-02-2018,9,99.99,20,4.3,99.99,129.99,99.99,109.99000000000001,-10.000000000000014,-9.091735612328405,899.91,Low Performer,Within Range
cool5,cool_stuff,01-03-2018,5,97.952,45,4.3,99.99,129.99,35.0,88.32666666666667,9.62533333333333,10.897426220846853,489.76,Low Performer,Within Range
cool5,cool_stuff,01-04-2018,4,84.6925,18,4.3,89.86333333,129.99,35.0,84.95111111,-0.2586111100000039,-0.3044234579405773,338.77,Low Performer,Within Range
health8,health_beauty,01-03-2017,6,89.99,25,4.1,19.99,89.99,64.99,58.32333333333332,31.66666666666667,54.2950220037721,539.9399999999999,High Performer,Potentially High
health8,health_beauty,01-05-2017,6,89.99,41,4.1,19.99,89.99,64.99,58.32333333333332,31.66666666666667,54.2950220037721,539.9399999999999,High Performer,Potentially High
health8,health_beauty,01-06-2017,9,89.99,53,4.1,19.99,89.99,58.79952381,56.25984127,33.73015872999999,59.95423728290229,809.91,High Performer,Potentially High
health8,health_beauty,01-07-2017,17,89.99,61,4.1,19.99,89.99,59.25666667,56.41222222333332,33.57777777666667,59.52216816372494,1529.83,High Performer,Potentially High
health8,health_beauty,01-08-2017,18,89.99,82,4.1,23.39740741,89.99,58.99,57.45913580333333,32.53086419666666,56.61565170073351,1619.82,High Performer,Potentially High
health8,health_beauty,01-09-2017,21,89.99,89,4.1,23.99,89.99,58.99,57.656666666666666,32.33333333333333,56.07908885933976,1889.79,High Performer,Potentially High
health8,health_beauty,01-10-2017,24,89.99,81,4.1,23.99,89.99,58.99,57.656666666666666,32.33333333333333,56.07908885933976,2159.7599999999998,High Performer,Potentially High
health8,health_beauty,01-11-2017,26,89.99,139,4.1,23.99,89.99,58.99,57.656666666666666,32.33333333333333,56.07908885933976,2339.74,High Performer,Potentially High
health8,health_beauty,01-12-2017,19,89.99,112,4.1,23.99,89.99,58.99,57.656666666666666,32.33333333333333,56.07908885933976,1709.81,High Performer,Potentially High
health8,health_beauty,01-01-2018,20,89.99,98,4.1,23.99,89.99,58.99,57.656666666666666,32.33333333333333,56.07908885933976,1799.8,High Performer,Potentially High
health8,health_beauty,01-02-2018,17,89.99,126,4.1,23.99,89.99,58.99,57.656666666666666,32.33333333333333,56.07908885933976,1529.83,High Performer,Potentially High
health8,health_beauty,01-03-2018,16,83.74,169,4.1,23.99,83.74,58.99,55.57333333333333,28.166666666666664,50.6837811900192,1339.84,High Performer,Potentially High
health8,health_beauty,01-04-2018,14,79.99,118,4.1,79.99,79.99,58.99,72.99,7.0,9.590354843129196,1119.86,High Performer,Within Range
health8,health_beauty,01-05-2018,16,79.99,159,4.1,23.99,79.99,58.99,54.32333333333333,25.666666666666664,47.24795974719273,1279.84,High Performer,Potentially High
health8,health_beauty,01-06-2018,13,79.99,131,4.1,23.99,79.99,58.99,54.32333333333333,25.666666666666664,47.24795974719273,1039.87,High Performer,Potentially High
health8,health_beauty,01-07-2018,10,79.99,113,4.1,23.99,79.99,58.99,54.32333333333333,25.666666666666664,47.24795974719273,799.9,High Performer,Potentially High
health8,health_beauty,01-08-2018,7,82.82142857,127,4.1,23.99,82.82142857,58.99,55.26714285666666,27.554285713333336,49.85654095561694,579.74999999,High Performer,Potentially High
garden4,garden_tools,01-07-2017,13,59.9,74,4.1,59.9,59.9,59.9,59.9,0.0,0.0,778.6999999999999,High Performer,Within Range
garden4,garden_tools,01-08-2017,23,59.9,113,4.1,59.9,59.9,59.9,59.9,0.0,0.0,1377.7,High Performer,Within Range
garden4,garden_tools,01-09-2017,13,59.9,115,4.1,59.9,59.9,59.9,59.9,0.0,0.0,778.6999999999999,High Performer,Within Range
garden4,garden_tools,01-10-2017,36,59.9,146,4.1,59.9,59.9,59.9,59.9,0.0,0.0,2156.4,High Performer,Within Range
garden4,garden_tools,01-11-2017,69,53.78571429,339,4.1,52.40694444,53.64828125,53.78571429,53.28031332666666,0.5054009633333436,0.9485698033243204,3711.2142860100003,High Performer,Within Range
garden4,garden_tools,01-12-2017,44,55.75,184,4.1,55.1,55.425,55.75,55.425000000000004,0.32499999999999574,0.5863779882724325,2453.0,High Performer,Within Range
garden4,garden_tools,01-01-2018,39,49.9,137,4.1,49.9,49.9,49.9,49.9,0.0,0.0,1946.1,High Performer,Within Range
garden4,garden_tools,01-02-2018,48,50.35714286,160,4.1,50.54516129,50.9,50.35714286,50.60076805,-0.24362518999999594,-0.4814653994169876,2417.14285728,High Performer,Within Range
garden4,garden_tools,01-03-2018,26,53.9,116,4.1,53.9,53.9,53.9,53.9,0.0,0.0,1401.3999999999999,High Performer,Within Range
garden4,garden_tools,01-04-2018,28,53.9,111,4.1,53.9,53.9,53.9,53.9,0.0,0.0,1509.2,High Performer,Within Range
garden4,garden_tools,01-05-2018,25,53.05789474,102,4.1,53.41515152,53.70952381,53.05789474,53.39419002333333,-0.33629528333332814,-0.6298349749033868,1326.4473685,High Performer,Within Range
garden4,garden_tools,01-06-2018,15,49.9,58,4.1,49.9,49.9,49.9,49.9,0.0,0.0,748.5,High Performer,Within Range
garden4,garden_tools,01-07-2018,3,49.9,54,4.1,49.91,49.9,49.9,49.903333333333336,-0.003333333333337407,-0.00667958052235136,149.7,High Performer,Within Range
garden4,garden_tools,01-08-2018,6,49.9,46,4.1,49.91,49.9,49.9,49.903333333333336,-0.003333333333337407,-0.00667958052235136,299.4,High Performer,Within Range
computers5,computers_accessories,01-10-2017,1,167.0,31,3.5,154.6958824,167.0,167.0,162.89862746666665,4.101372533333347,2.5177452978679,167.0,Low Performer,Within Range
computers5,computers_accessories,01-12-2017,2,119.9,35,3.5,149.99,119.9,109.9,126.59666666666665,-6.696666666666644,-5.289765396666562,239.8,Low Performer,Within Range
computers5,computers_accessories,01-01-2018,57,93.09489362,152,3.5,156.5113514,150.3545455,97.6425,134.8361323,-41.74123868000001,-30.957012759108938,5306.40893634,Low Performer,Potentially Low
computers5,computers_accessories,01-02-2018,45,77.155,202,3.5,149.0,149.9,78.7122807,125.87076023333333,-48.71576023333333,-38.70299992073324,3471.975,Low Performer,Potentially Low
computers5,computers_accessories,01-03-2018,6,88.0,127,3.5,136.1428571,149.9,81.02391304,122.35559004666668,-34.35559004666668,-28.07848013610443,528.0,Low Performer,Potentially Low
computers5,computers_accessories,01-04-2018,10,88.0,107,3.5,120.9230769,149.9,80.66666667,117.16324785666666,-29.163247856666658,-24.89112276261233,880.0,Low Performer,Potentially Low
computers5,computers_accessories,01-06-2018,3,89.9,66,3.5,114.4911538,149.9,78.9,114.43038459999998,-24.530384599999977,-21.436950234631983,269.70000000000005,Low Performer,Potentially Low
computers5,computers_accessories,01-07-2018,3,78.9,43,3.5,119.99,149.9,77.9,115.92999999999999,-37.02999999999999,-31.941688950228574,236.70000000000002,Low Performer,Potentially Low
garden10,garden_tools,01-05-2017,3,59.9,34,4.2,59.9,59.9,59.9,59.9,0.0,0.0,179.7,High Performer,Within Range
garden10,garden_tools,01-06-2017,3,59.9,26,4.2,59.9,59.9,59.9,59.9,0.0,0.0,179.7,High Performer,Within Range
garden10,garden_tools,01-07-2017,19,59.9,74,4.2,59.9,59.9,59.9,59.9,0.0,0.0,1138.1,High Performer,Within Range
garden10,garden_tools,01-08-2017,27,59.9,113,4.2,59.9,59.9,59.9,59.9,0.0,0.0,1617.3,High Performer,Within Range
garden10,garden_tools,01-09-2017,17,59.9,115,4.2,59.9,59.9,59.9,59.9,0.0,0.0,1018.3,High Performer,Within Range
garden10,garden_tools,01-10-2017,31,59.9,146,4.2,59.9,59.9,59.9,59.9,0.0,0.0,1856.8999999999999,High Performer,Within Range
garden10,garden_tools,01-11-2017,87,53.64828125,339,4.2,52.40694444,53.64828125,53.78571429,53.28031332666666,0.36796792333333883,0.6906264253314213,4667.40046875,High Performer,Within Range
garden10,garden_tools,01-12-2017,32,55.425,184,4.2,55.1,55.425,55.75,55.425000000000004,-7.105427357601002e-15,-1.2819895999280111e-14,1773.6,High Performer,Within Range
garden10,garden_tools,01-01-2018,29,49.9,137,4.2,49.9,49.9,49.9,49.9,0.0,0.0,1447.1,High Performer,Within Range
garden10,garden_tools,01-02-2018,36,50.9,160,4.2,50.54516129,50.9,50.35714286,50.60076805,0.29923194999999936,0.5913585139741755,1832.3999999999999,High Performer,Within Range
